SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
325899,6559535,Closed,currency 1,-2745,0,-2278.0,-2287.0,,0,44086.5,0.0,,0.0,Consumer credit,-12,
325899,6559537,Closed,currency 1,-1179,0,-935.0,-935.0,,0,57618.0,0.0,0.0,0.0,Consumer credit,-926,0.0
325899,6559538,Closed,currency 1,-1523,0,-1217.0,-1217.0,,0,93015.0,0.0,0.0,0.0,Consumer credit,-926,0.0
325899,6559539,Closed,currency 1,-1720,0,-1415.0,-1415.0,,0,89419.5,0.0,0.0,0.0,Consumer credit,-926,0.0
325899,6559540,Closed,currency 1,-1448,0,-717.0,-717.0,,0,233910.0,0.0,0.0,0.0,Consumer credit,-567,0.0
325899,6559541,Active,currency 1,-623,0,107.0,,,0,466807.5,90976.5,0.0,0.0,Consumer credit,-10,23692.5
325899,6559542,Active,currency 1,-930,0,373.0,,,0,270000.0,202018.5,0.0,0.0,Credit card,-204,
325899,6559543,Closed,currency 1,-2570,0,-2327.0,-2327.0,,0,74646.0,0.0,,0.0,Consumer credit,-947,0.0
186113,6546216,Closed,currency 1,-648,0,79.0,-557.0,,0,141885.0,0.0,,0.0,Consumer credit,-533,
186113,6546217,Active,currency 1,-388,0,-27.0,,,0,45000.0,0.0,0.0,0.0,Credit card,-42,
186113,6546218,Active,currency 1,-1302,0,-206.0,,,0,2218387.5,0.0,0.0,0.0,Car loan,-157,0.0
186113,6546219,Active,currency 1,-910,0,375.0,,,0,472500.0,386172.0,0.0,0.0,Credit card,-148,
186113,6546220,Active,currency 1,-567,0,1259.0,,,0,990000.0,791248.5,0.0,0.0,Consumer credit,-18,26811.0
186113,6546221,Closed,currency 1,-407,0,-254.0,-254.0,,0,94846.5,0.0,,0.0,Consumer credit,-243,20322.0
186113,6546222,Active,currency 1,-431,0,1396.0,,,0,1125000.0,0.0,,0.0,Consumer credit,-45,29605.5
186113,6546223,Closed,currency 1,-661,0,,-516.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-516,
186113,6546224,Closed,currency 1,-661,0,-143.0,-430.0,0.0,0,1350000.0,0.0,0.0,0.0,Consumer credit,-385,
186113,6546225,Closed,currency 1,-912,0,-820.0,-820.0,0.0,0,38497.095,0.0,0.0,0.0,Consumer credit,-817,
186113,6546226,Closed,currency 1,-1758,0,-1393.0,-1414.0,0.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-1369,
296143,6548999,Active,currency 1,-2001,0,1637.0,,45.0,0,324000.0,55946.925,267236.01,0.0,Credit card,-18,3600.0
295836,5812562,Active,currency 1,-1000,0,826.0,,,0,1624500.0,,,0.0,Consumer credit,-15,41251.5
295836,5812563,Active,currency 1,-219,0,142.0,,,0,375840.0,,,0.0,Consumer credit,-6,38704.5
295836,5812564,Active,currency 1,-565,0,531.0,,0.0,0,765000.0,430938.0,0.0,0.0,Consumer credit,-17,21249.99
295836,5812565,Closed,currency 1,-732,0,364.0,-243.0,0.0,0,600048.0,0.0,0.0,0.0,Credit card,-243,
295836,5812566,Closed,currency 1,-907,0,-565.0,-565.0,0.0,0,314752.095,0.0,0.0,0.0,Consumer credit,-563,
406584,6803564,Closed,currency 1,-2530,0,-705.0,-1115.0,16978.5,0,585000.0,,,0.0,Consumer credit,-1115,
370876,5896572,Closed,currency 1,-1404,0,-308.0,-308.0,,0,126000.0,0.0,0.0,0.0,Consumer credit,-284,0.0
370876,5896573,Closed,currency 1,-2251,0,-1155.0,-1259.0,,0,157500.0,0.0,0.0,0.0,Consumer credit,-284,0.0
370876,5896574,Active,currency 1,-848,0,63.0,,,0,67500.0,8415.0,0.0,0.0,Consumer credit,-25,2925.0
370876,5896575,Active,currency 1,-547,0,804.0,,,0,67500.0,43366.5,0.0,0.0,Credit card,-105,
370876,5896576,Active,currency 1,-2251,0,-1155.0,,,0,157500.0,43524.0,0.0,0.0,Consumer credit,-1445,4194.0
370876,5896577,Active,currency 1,-927,0,168.0,,,0,135000.0,35860.5,,0.0,Consumer credit,-10,6732.0
339455,5843085,Closed,currency 1,-1090,0,-725.0,-725.0,,0,239107.5,0.0,0.0,0.0,Consumer credit,-139,24070.5
339455,5843086,Closed,currency 1,-882,0,-790.0,-790.0,,0,110511.0,,,0.0,Consumer credit,-790,
339455,5843087,Closed,currency 1,-782,0,-692.0,-692.0,,0,108679.5,0.0,,0.0,Consumer credit,-692,0.0
339455,5843088,Closed,currency 1,-621,0,-590.0,-590.0,,0,183883.5,0.0,,0.0,Consumer credit,-590,0.0
339455,5843089,Closed,currency 1,-712,0,-74.0,-75.0,0.0,0,2117903.625,0.0,0.0,0.0,Consumer credit,-75,
131550,5925767,Closed,currency 1,-2737,0,-2369.0,-2369.0,0.0,0,27855.0,0.0,0.0,0.0,Consumer credit,-2367,
170139,5921999,Closed,currency 1,-1274,0,-1098.0,-1076.0,,0,68188.5,0.0,0.0,0.0,Consumer credit,-976,0.0
170139,5922003,Closed,currency 1,-2495,0,-2309.0,-1214.0,,0,31410.0,,,0.0,Consumer credit,-1211,0.0
226318,5878369,Closed,currency 1,-2113,0,-1811.0,-1218.0,,0,101250.0,,,0.0,Consumer credit,-1215,0.0
226318,5878370,Closed,currency 1,-2343,0,-2103.0,-1218.0,,0,85027.5,,,0.0,Consumer credit,-1215,0.0
137305,6013293,Active,currency 1,-1461,0,-1281.0,,,0,19161.0,3487.5,,0.0,Consumer credit,-587,
137305,6013294,Closed,currency 1,-1644,0,-1035.0,-1430.0,,0,243225.0,0.0,,0.0,Consumer credit,-1428,15601.5
137305,6013295,Active,currency 1,-1126,0,,,,0,337500.0,0.0,,0.0,Credit card,-74,0.0
137305,6013296,Active,currency 1,-778,0,318.0,,,0,445275.0,141246.0,,0.0,Consumer credit,-11,23085.0
137305,6013297,Active,currency 1,-589,0,,,0.0,0,450000.0,0.0,450000.0,0.0,Credit card,-31,45000.0
137305,6013298,Closed,currency 1,-675,0,-609.0,-609.0,0.0,0,90000.0,0.0,0.0,0.0,Credit card,-609,
260830,6105291,Closed,currency 1,-2458,0,-1728.0,-1848.0,0.0,0,139175.28,0.0,0.0,0.0,Consumer credit,-1848,
325899,6559536,Closed,currency 1,-2244,0,-1940.0,-1940.0,,0,87520.5,0.0,0.0,0.0,Consumer credit,-926,0.0
325899,6559544,Active,currency 1,-29,0,216.0,,,0,30676.5,30955.5,,0.0,Consumer credit,-5,4671.0
325899,6559545,Closed,currency 1,-2606,0,-1085.0,-1085.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-1085,
325899,6559546,Closed,currency 1,-1372,0,,-539.0,0.0,0,472500.0,0.0,0.0,0.0,Credit card,-468,
325899,6559547,Closed,currency 1,-2571,0,-2327.0,-2327.0,0.0,0,74646.81,0.0,0.0,0.0,Consumer credit,-947,
186113,6546227,Closed,currency 1,-2503,0,,-782.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-782,
250430,6434831,Closed,currency 1,-1953,0,-1678.0,-1770.0,0.0,0,71910.0,0.0,0.0,0.0,Consumer credit,-1770,
364710,6298400,Active,currency 1,-385,0,711.0,,,0,675000.0,528408.135,,0.0,Consumer credit,-11,
364710,6298401,Active,currency 1,-612,0,1135.0,,,0,0.0,0.0,0.0,0.0,Credit card,-11,
364710,6298402,Closed,currency 1,-882,0,-525.0,-711.0,,0,58684.5,0.0,,0.0,Consumer credit,-11,
364710,6298403,Closed,currency 1,-1241,0,-1028.0,-1049.0,,0,87774.3,0.0,,0.0,Consumer credit,-11,
364710,6298404,Closed,currency 1,-1420,0,-1236.0,-1236.0,,0,51795.0,0.0,0.0,0.0,Consumer credit,-1234,0.0
364710,6298405,Active,currency 1,-112,0,315.0,,0.0,0,30897.0,25632.0,0.0,0.0,Consumer credit,-20,2205.0
429173,5479172,Active,currency 1,-356,0,926.0,,,0,67500.0,0.0,0.0,0.0,Credit card,-128,
429173,5479173,Active,currency 1,-356,0,1470.0,,,0,1134000.0,1008958.5,0.0,0.0,Consumer credit,-16,31644.0
429173,5479174,Closed,currency 1,-630,0,100.0,-386.0,0.0,0,87439.5,0.0,0.0,0.0,Consumer credit,-386,
325899,6467007,Closed,currency 1,-2366,0,30872.0,-1496.0,,0,145350.0,0.0,0.0,0.0,Credit card,-794,0.0
261635,6398881,Closed,currency 1,-2188,0,-2097.0,-1226.0,,0,92205.0,,,0.0,Consumer credit,-1223,0.0
321486,6399137,Active,currency 1,-256,0,79.0,,,0,54000.0,11356.38,,0.0,Consumer credit,-12,
321486,6399138,Closed,currency 1,-2736,0,-2402.0,-2428.0,,0,41454.0,0.0,,0.0,Consumer credit,-12,
321486,6399139,Closed,currency 1,-1652,0,-1317.0,-1346.0,,0,101608.2,0.0,,0.0,Consumer credit,-12,
321486,6399140,Closed,currency 1,-591,0,-379.0,-408.0,,0,35181.0,0.0,,0.0,Consumer credit,-12,
321486,6399142,Active,currency 1,-1436,0,557.0,,,0,0.0,0.0,0.0,0.0,Credit card,-12,
321486,6399143,Closed,currency 1,-1798,0,-1645.0,-1645.0,,0,18940.5,0.0,,0.0,Consumer credit,-1381,0.0
321486,6399145,Active,currency 1,-1755,0,,,,0,126450.0,0.0,,0.0,Credit card,-1087,0.0
321486,6399146,Closed,currency 1,-705,0,-400.0,-400.0,,0,75928.5,0.0,,0.0,Consumer credit,-387,8257.5
321486,6399147,Closed,currency 1,-720,0,-533.0,-699.0,0.0,0,16410.465,0.0,0.0,0.0,Consumer credit,-691,
321486,6399148,Closed,currency 1,-1651,0,-1345.0,-1345.0,0.0,0,63102.285,0.0,0.0,0.0,Consumer credit,-1345,
308827,5444377,Closed,currency 1,-2171,0,-2078.0,-2057.0,,0,218056.5,0.0,0.0,0.0,Consumer credit,-995,0.0
211177,6518183,Active,currency 1,-358,0,373.0,,,0,292500.0,172026.0,0.0,0.0,Consumer credit,-13,14683.5
211177,6518184,Active,currency 1,-358,0,919.0,,,0,225000.0,210168.0,0.0,0.0,Credit card,-152,
211177,6518185,Active,currency 1,-766,0,330.0,,,0,948600.0,388876.5,0.0,0.0,Consumer credit,-33,36450.0
211177,6518186,Active,currency 1,-766,0,330.0,,,0,948600.0,891855.0,0.0,0.0,Consumer credit,-623,36450.0
211177,6518189,Closed,currency 1,-2326,0,-2148.0,-2148.0,,0,27684.0,,,0.0,Consumer credit,-2142,0.0
211177,6518190,Closed,currency 1,-1741,0,-1376.0,-1419.0,,0,145395.0,0.0,,0.0,Consumer credit,-1417,14539.5
211177,6518191,Active,currency 1,-277,0,454.0,,,0,281376.0,194530.5,,0.0,Consumer credit,-3,15669.0
406584,6803555,Closed,currency 1,-2709,0,-2506.0,-2527.0,,0,38430.0,0.0,,0.0,Consumer credit,-18,
406584,6803556,Closed,currency 1,-898,0,10059.0,-655.0,,0,85500.0,0.0,0.0,0.0,Credit card,-637,
406584,6803557,Closed,currency 1,-2530,0,-705.0,-1115.0,,0,543190.5,0.0,0.0,0.0,Consumer credit,-1094,0.0
406584,6803558,Closed,currency 1,-2432,0,-1201.0,-393.0,,0,225000.0,0.0,0.0,0.0,Credit card,-390,0.0
406584,6803559,Active,currency 1,-445,0,,,,0,103500.0,0.0,,0.0,Credit card,-37,0.0
406584,6803560,Active,currency 1,-445,0,742.0,,,0,548010.0,425745.0,,0.0,Consumer credit,-16,22536.0
406584,6803561,Active,currency 1,-111,0,1138.0,,0.0,0,634797.0,,,0.0,Consumer credit,-7,22005.0
406584,6803562,Closed,currency 1,-898,0,10059.0,-655.0,0.0,0,0.0,,,0.0,Credit card,-655,
406584,6803563,Closed,currency 1,-898,0,928.0,-108.0,0.0,0,900000.0,,,0.0,Consumer credit,-108,
368029,6803734,Closed,currency 1,-1903,0,-1172.0,-1668.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-783,0.0
368029,6803735,Closed,currency 1,-1400,0,-1028.0,-1028.0,,0,112500.0,0.0,0.0,0.0,Consumer credit,-1021,0.0
368029,6803736,Closed,currency 1,-1668,0,-572.0,-1270.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-196,0.0
368029,6803737,Active,currency 1,-348,0,916.0,,,0,67500.0,26770.5,0.0,0.0,Credit card,-160,
368029,6803738,Active,currency 1,-1306,0,521.0,,,0,472500.0,192159.0,0.0,0.0,Consumer credit,-57,11542.5
165817,6803843,Closed,currency 1,-683,0,-588.0,-588.0,0.0,0,20007.0,0.0,0.0,0.0,Consumer credit,-588,
308827,5444372,Active,currency 1,-420,0,1406.0,,,0,0.0,0.0,0.0,0.0,Credit card,-36,
308827,5444373,Active,currency 1,-419,0,1073.0,,,0,675000.0,583398.675,,0.0,Consumer credit,-36,
308827,5444374,Closed,currency 1,-1461,0,-1095.0,-1093.0,,0,1414656.0,0.0,,0.0,Consumer credit,-546,
308827,5444375,Active,currency 1,-342,0,1503.0,,,0,315000.0,312183.27,2816.73,0.0,Credit card,-67,
308827,5444376,Closed,currency 1,-420,0,1200.0,-298.0,,0,0.0,0.0,,0.0,Credit card,-295,
308827,5444378,Closed,currency 1,-2170,0,-2078.0,-2087.0,,0,218056.5,0.0,,0.0,Consumer credit,-2074,0.0
308827,5444379,Active,currency 1,-545,0,561.0,,0.0,0,1260000.0,1257952.5,2047.5,0.0,Credit card,-46,86121.0
308827,5444380,Active,currency 1,-546,0,184.0,,0.0,0,1125000.0,361773.0,0.0,0.0,Consumer credit,-34,55570.5
308827,5444381,Closed,currency 1,-1023,0,70.0,-167.0,161314.875,0,5533821.0,0.0,0.0,0.0,Car loan,-162,
308827,5444382,Active,currency 1,-2039,0,,,0.0,0,13500.0,0.0,13500.0,0.0,Credit card,-1052,1350.0
226318,5878371,Closed,currency 1,-616,0,-283.0,-257.0,,0,296289.0,,,0.0,Consumer credit,-251,29574.0
226318,5878372,Closed,currency 1,-2842,0,-1015.0,-1349.0,0.0,0,675000.0,,,0.0,Consumer credit,-1348,
233888,6214903,Closed,currency 1,-832,0,-411.0,-411.0,,0,246172.5,0.0,0.0,0.0,Consumer credit,-411,15264.0
233888,6214904,Closed,currency 1,-2569,0,-743.0,-1333.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-1298,0.0
233888,6214905,Active,currency 1,-240,0,1586.0,,,0,1280844.0,1188711.0,0.0,0.0,Consumer credit,-22,33862.5
233888,6214906,Closed,currency 1,-1526,0,-1160.0,-1106.0,,0,74227.5,,,0.0,Consumer credit,-1103,0.0
233888,6214907,Closed,currency 1,-1136,0,-833.0,-803.0,,0,166842.0,,,0.0,Consumer credit,-797,0.0
233888,6214908,Closed,currency 1,-1308,0,-823.0,-796.0,,0,147703.5,,,0.0,Consumer credit,-790,0.0
233888,6214909,Closed,currency 1,-836,0,-411.0,-383.0,,0,246172.5,,,0.0,Consumer credit,-377,0.0
233888,6214910,Closed,currency 1,-319,0,-228.0,-198.0,,0,244120.5,,,0.0,Consumer credit,-193,18211.5
233888,6214911,Closed,currency 1,-620,0,-227.0,-198.0,,0,226800.0,,,0.0,Consumer credit,-193,14697.0
159275,5078578,Active,currency 1,-167,0,14.0,,,0,107284.5,19053.0,0.0,0.0,Consumer credit,-15,0.0
215537,5925245,Active,currency 1,-397,0,685.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-248,
215537,5925246,Closed,currency 1,-769,0,1057.0,-343.0,,0,3358750.5,0.0,,0.0,Car loan,-330,0.0
215537,5925247,Closed,currency 1,-623,0,-350.0,-350.0,0.0,0,53523.0,0.0,0.0,0.0,Consumer credit,-350,
215537,5925248,Active,currency 1,-1426,0,,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-178,0.0
435716,5765396,Closed,currency 1,-260,0,287.0,-138.0,,0,539100.0,0.0,,0.0,Consumer credit,-104,
435716,5765397,Closed,currency 1,-2794,0,30898.0,-1088.0,,0,450000.0,0.0,,0.0,Credit card,-348,
435716,5765398,Closed,currency 1,-2906,0,-2706.0,-2723.0,,0,32755.5,0.0,,0.0,Consumer credit,-660,
435716,5765399,Active,currency 1,-2695,0,-1964.0,,,0,90000.0,0.0,0.0,0.0,Credit card,-1974,0.0
435716,5765400,Closed,currency 1,-2695,0,30898.0,-1088.0,,0,450000.0,0.0,,0.0,Credit card,-1088,0.0
435716,5765401,Closed,currency 1,-356,0,-73.0,-73.0,,0,450000.0,0.0,,0.0,Consumer credit,-48,
435716,5765402,Closed,currency 1,-2794,0,-1964.0,-1088.0,0.0,0,90000.0,0.0,283365.0,0.0,Credit card,-1011,
435716,5765403,Closed,currency 1,-1899,0,-437.0,-437.0,0.0,0,180360.0,0.0,0.0,0.0,Consumer credit,-419,
250430,6434823,Closed,currency 1,-1985,0,-1834.0,-1834.0,,0,39654.0,0.0,,0.0,Consumer credit,-1829,0.0
250430,6434824,Closed,currency 1,-457,0,-254.0,-254.0,,0,81000.0,0.0,,0.0,Credit card,-253,0.0
250430,6434825,Active,currency 1,-357,0,3290.0,,,0,8052354.0,7768894.5,,0.0,Consumer credit,-52,144738.0
250430,6434826,Active,currency 1,-338,0,422.0,,,0,450000.0,412443.0,,0.0,Credit card,-10,0.0
250430,6434827,Active,currency 1,-266,0,1560.0,,0.0,0,1534500.0,1441116.0,0.0,0.0,Consumer credit,-8,25574.985
250430,6434828,Closed,currency 1,-496,0,600.0,-355.0,0.0,0,1350000.0,,,0.0,Credit card,-355,
250430,6434829,Active,currency 1,-506,0,224.0,,0.0,0,152955.0,59499.0,0.0,0.0,Consumer credit,-8,6373.125
250430,6434830,Closed,currency 1,-858,0,968.0,-356.0,0.0,0,2479500.0,,,0.0,Car loan,-356,
321486,6474541,Closed,currency 1,-880,0,-576.0,-605.0,,0,47618.235,0.0,,0.0,Consumer credit,-12,
321486,6474542,Closed,currency 1,-531,0,-225.0,-225.0,0.0,0,324000.0,0.0,0.0,0.0,Consumer credit,-225,
131550,5925755,Closed,currency 1,-425,0,-30.0,-301.0,,0,62955.0,0.0,,0.0,Consumer credit,-302,
131550,5925756,Active,currency 1,-300,0,1419.0,,,0,0.0,0.0,0.0,0.0,Credit card,-28,
131550,5925757,Closed,currency 1,-1578,0,-670.0,-634.0,,0,315000.0,0.0,0.0,0.0,Credit card,-454,0.0
131550,5925758,Closed,currency 1,-1636,0,-1371.0,-1350.0,,0,126688.5,0.0,0.0,0.0,Consumer credit,-1002,0.0
131550,5925759,Closed,currency 1,-2121,0,-295.0,-1088.0,,0,315000.0,0.0,0.0,0.0,Consumer credit,-307,0.0
131550,5925760,Active,currency 1,-1785,0,385.0,,,0,405000.0,900.0,0.0,0.0,Credit card,-3,450.0
131550,5925761,Active,currency 1,-1063,0,19.0,,,0,270000.0,64867.5,0.0,0.0,Credit card,-159,
131550,5925762,Closed,currency 1,-1635,0,-1371.0,-1380.0,,0,126688.5,0.0,,0.0,Consumer credit,-1369,0.0
131550,5925763,Closed,currency 1,-1087,0,-357.0,-357.0,,0,450004.5,,,0.0,Consumer credit,-352,
131550,5925764,Active,currency 1,-670,0,,,0.0,0,405000.0,0.0,405000.0,0.0,Credit card,-12,40500.0
131550,5925765,Closed,currency 1,-1371,0,-640.0,-640.0,256.86,0,207450.0,0.0,0.0,0.0,Consumer credit,-634,
131550,5925766,Closed,currency 1,-2010,0,-913.0,-910.0,0.0,0,315000.0,,,0.0,Consumer credit,-910,
153328,6117754,Active,currency 1,-171,0,27243.0,,,0,180000.0,184396.5,,0.0,Credit card,-11,4500.0
153328,6117755,Active,currency 1,-279,0,27243.0,,,0,87133.5,87876.0,,0.0,Credit card,-11,450.0
153328,6117756,Active,currency 1,-279,0,1547.0,,0.0,0,394560.0,358649.685,0.0,0.0,Consumer credit,-25,9810.0
396557,6205388,Closed,currency 1,-2466,0,-2313.0,-161.0,,0,25645.5,0.0,0.0,0.0,Consumer credit,-149,0.0
316484,5515095,Active,currency 1,-535,0,801.0,,,0,648000.0,617008.5,0.0,0.0,Credit card,-148,
316484,5515096,Active,currency 1,-239,0,,,0.0,0,393750.0,339426.0,54324.0,0.0,Credit card,-22,39375.0
316484,5515097,Active,currency 1,-476,0,605.0,,0.0,0,1125000.0,729756.0,0.0,0.0,Consumer credit,-22,31249.98
364603,6186925,Active,currency 1,-2728,0,-2339.0,,,0,135000.0,2506.5,0.0,0.0,Consumer credit,-2357,12123.0
364603,6186926,Closed,currency 1,-849,0,-666.0,-666.0,,0,82530.0,0.0,0.0,0.0,Consumer credit,-665,0.0
364603,6186927,Closed,currency 1,-1868,0,-772.0,-771.0,,0,112500.0,0.0,0.0,0.0,Consumer credit,-762,0.0
364603,6186928,Active,currency 1,-321,0,872.0,,,0,67500.0,45814.5,0.0,0.0,Credit card,-91,
364603,6186930,Closed,currency 1,-1993,0,-1812.0,-1804.0,,0,41809.5,0.0,,0.0,Consumer credit,-1794,0.0
364603,6186931,Closed,currency 1,-1929,0,-1366.0,-1184.0,,0,225000.0,,,0.0,Consumer credit,-1181,0.0
364603,6186932,Closed,currency 1,-2371,0,-1912.0,-1184.0,,0,315000.0,,,0.0,Consumer credit,-1181,0.0
364603,6186933,Closed,currency 1,-714,0,-410.0,-652.0,,0,89550.0,0.0,,0.0,Consumer credit,-639,0.0
364603,6186934,Closed,currency 1,-1436,0,-1313.0,-1313.0,0.0,0,48361.5,,,0.0,Consumer credit,-1308,
364603,6186935,Closed,currency 1,-1994,0,-1812.0,-1804.0,7296.66,0,41809.5,0.0,0.0,0.0,Consumer credit,-1804,
321486,6399144,Closed,currency 1,-2455,0,-2381.0,-1226.0,,0,225180.0,,,0.0,Consumer credit,-1223,0.0
427738,5915446,Closed,currency 1,-909,0,-544.0,-574.0,,0,93271.5,0.0,0.0,0.0,Consumer credit,-563,0.0
427738,5915447,Active,currency 1,-909,0,30879.0,,,0,0.0,0.0,0.0,0.0,Credit card,-25,0.0
352901,6614553,Closed,currency 1,-1927,0,-1838.0,-1838.0,,0,38205.0,0.0,0.0,0.0,Consumer credit,-1767,0.0
352901,6614554,Closed,currency 1,-1616,0,-1433.0,-1433.0,,0,114930.0,0.0,0.0,0.0,Consumer credit,-1434,0.0
352901,6614555,Closed,currency 1,-627,0,-258.0,-258.0,,0,90000.0,0.0,,0.0,Consumer credit,-258,0.0
352901,6614556,Closed,currency 1,-1239,0,-883.0,-883.0,,0,90000.0,0.0,,0.0,Consumer credit,-881,
352901,6614557,Closed,currency 1,-424,0,-271.0,-271.0,0.0,0,94038.39,0.0,0.0,0.0,Consumer credit,-268,
352901,6614558,Closed,currency 1,-488,0,-398.0,-397.0,0.0,0,45817.515,0.0,0.0,0.0,Consumer credit,-394,
164030,6810437,Active,currency 1,-1132,0,288.0,,,0,225000.0,153225.0,0.0,0.0,Credit card,-154,
164030,6810438,Closed,currency 1,-1120,0,-814.0,-814.0,0.0,0,29247.885,0.0,0.0,0.0,Consumer credit,-808,
396557,6205382,Active,currency 1,-915,0,931.0,,,0,0.0,0.0,0.0,0.0,Credit card,-10,
396557,6205383,Active,currency 1,-912,0,931.0,,,0,0.0,0.0,0.0,0.0,Credit card,-59,
396557,6205384,Active,currency 1,-915,0,870.0,,,0,0.0,0.0,0.0,0.0,Credit card,-12,
396557,6205385,Closed,currency 1,-915,0,931.0,-703.0,,0,0.0,0.0,,0.0,Credit card,-375,
396557,6205386,Closed,currency 1,-915,0,576.0,-853.0,,0,1554407.64,0.0,,0.0,Consumer credit,-832,
396557,6205387,Closed,currency 1,-1692,0,-1266.0,-1295.0,,0,264396.96,0.0,,0.0,Consumer credit,-887,
396557,6205389,Closed,currency 1,-736,0,909.0,-521.0,,0,432000.0,0.0,0.0,0.0,Consumer credit,-282,0.0
396557,6205390,Active,currency 1,-1041,0,78.0,,,0,360000.0,0.0,0.0,0.0,Credit card,-185,
396557,6205391,Closed,currency 1,-2466,0,30913.0,-318.0,,0,0.0,0.0,0.0,0.0,Credit card,-287,0.0
396557,6205392,Active,currency 1,-1020,0,78.0,,,0,630000.0,575442.0,0.0,0.0,Credit card,-9,36900.0
170139,5921995,Closed,currency 1,-1290,0,-529.0,-894.0,,0,225000.0,0.0,,0.0,Consumer credit,-895,
170139,5921996,Active,currency 1,-925,0,903.0,,,0,130500.0,1022.625,129477.375,0.0,Credit card,-15,
170139,5921997,Closed,currency 1,-1395,0,-1273.0,-1301.0,,0,22533.12,0.0,,0.0,Consumer credit,-1302,
170139,5921998,Active,currency 1,-925,0,903.0,,,0,49500.0,546.21,48953.79,0.0,Credit card,-15,
170139,5922000,Closed,currency 1,-1801,0,25.0,-187.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-178,0.0
170139,5922001,Active,currency 1,-538,0,781.0,,,0,270000.0,256990.5,0.0,0.0,Credit card,-148,
170139,5922002,Active,currency 1,-395,0,1431.0,,,0,418500.0,363793.5,0.0,0.0,Consumer credit,-28,10975.5
170139,5922004,Closed,currency 1,-1273,0,-1098.0,-1098.0,,0,68193.0,0.0,,0.0,Consumer credit,-1089,0.0
170139,5922005,Closed,currency 1,-1465,0,-979.0,-955.0,,0,225000.0,,,0.0,Consumer credit,-952,0.0
170139,5922006,Closed,currency 1,-993,0,-448.0,-421.0,,0,234864.0,,,0.0,Consumer credit,-415,0.0
170139,5922007,Closed,currency 1,-426,0,-206.0,-206.0,,0,84834.0,0.0,,0.0,Consumer credit,-183,0.0
170139,5922008,Closed,currency 1,-455,0,-150.0,-120.0,,0,144594.0,,,0.0,Consumer credit,-114,14575.5
170139,5922009,Active,currency 1,-175,0,189.0,,,0,238635.0,,,0.0,Consumer credit,-3,25096.5
